source,target,anchor,location,reason,status
https://immigratetobrazil.com/,https://immigratetobrazil.com/services/,Brazil Immigration Legal Services,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED
https://immigratetobrazil.com/insights/residency/renewal-of-the-brazilian-residence-permit-applies-to-those-who-have-a/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/renewal-of-the-brazilian-residence-permit-applies-to-those-who-have-a/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/renewal-of-the-brazilian-residence-permit-applies-to-those-who-have-a/,Renewal of the Brazilian residence permit applies to those who have a temporary,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/residence-permit-in-brazil-due-to-the-mercosur-agreement-this-residenc/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/residence-permit-in-brazil-due-to-the-mercosur-agreement-this-residenc/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/residence-permit-in-brazil-due-to-the-mercosur-agreement-this-residenc/,Residence permit in Brazil due to the MERCOSUR agreement This residence permit has,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/strict-entry-requirements-the-legislation-introduced-specific-entry-re/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/strict-entry-requirements-the-legislation-introduced-specific-entry-re/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/strict-entry-requirements-the-legislation-introduced-specific-entry-re/,Strict Entry Requirements: The legislation introduced specific entry requirements for,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-agreement-between-brazil-and-uruguay-deals-with-permanent-residenc/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-agreement-between-brazil-and-uruguay-deals-with-permanent-residenc/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-agreement-between-brazil-and-uruguay-deals-with-permanent-residenc/,The Agreement between Brazil and Uruguay deals with permanent residence authorization,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-loss-of-a-residence-permit-can-occur-due-to-prolonged-absence-or-f/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-loss-of-a-residence-permit-can-occur-due-to-prolonged-absence-or-f/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-loss-of-a-residence-permit-can-occur-due-to-prolonged-absence-or-f/,The loss of a residence permit can occur due to prolonged absence or failure to meet,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-person-applying-for-a-residence-permit-to-live-in-brazil-will-also/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-person-applying-for-a-residence-permit-to-live-in-brazil-will-also/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-person-applying-for-a-residence-permit-to-live-in-brazil-will-also/,The person applying for a residence permit to live in Brazil will also receive a,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-person-who-will-apply-for-a-residence-permit-to-live-in-brazil-wil/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-person-who-will-apply-for-a-residence-permit-to-live-in-brazil-wil/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-person-who-will-apply-for-a-residence-permit-to-live-in-brazil-wil/,The person who will apply for a residence permit to live in Brazil will also receive a,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-renewal-of-brazilian-residency-permit-applies-to-those-holding-a-t/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-renewal-of-brazilian-residency-permit-applies-to-those-holding-a-t/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-renewal-of-brazilian-residency-permit-applies-to-those-holding-a-t/,The renewal of Brazilian residency permit applies to those holding a temporary,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/the-request-for-reconsideration-when-a-request-for-a-residence-permit/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/the-request-for-reconsideration-when-a-request-for-a-residence-permit/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/the-request-for-reconsideration-when-a-request-for-a-residence-permit/,"The request for reconsideration, when a request for a residence permit is rejected in",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/residency/upon-your-return-to-brazil-the-legal-process-for-revoking-your-residen/,https://immigratetobrazil.com/insights/residency/,Residency,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/residency/upon-your-return-to-brazil-the-legal-process-for-revoking-your-residen/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/residency/upon-your-return-to-brazil-the-legal-process-for-revoking-your-residen/,"Upon your return to Brazil, the legal process for revoking your residence permit will",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/,https://immigratetobrazil.com/services/,Brazil Immigration Legal Services,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED
https://immigratetobrazil.com/insights/updates/,https://immigratetobrazil.com/about/profile/,Monique Fernandes: Brazilian Immigration Lawyer,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED
https://immigratetobrazil.com/insights/updates/,https://immigratetobrazil.com/start-consultation/,Request a Brazil Immigration Consultation,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly: Brazil Immigration Reading,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-as-of-the-end-of-july-2024-the-ministry-of-justice-and-public-security/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-as-of-the-end-of-july-2024-the-ministry-of-justice-and-public-security/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-as-of-the-end-of-july-2024-the-ministry-of-justice-and-public-security/,"As of the end of July 2024, the Ministry of Justice and Public Security (MJSP) had 12,488 naturalization applications pending",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-at-the-beginning-of-the-week-fake-prints-of-a-conversation-between-jes/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-at-the-beginning-of-the-week-fake-prints-of-a-conversation-between-jes/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-at-the-beginning-of-the-week-fake-prints-of-a-conversation-between-jes/,"At the beginning of the week, fake prints of a conversation between Jessica and Whindersson emerged, shared by gossip profiles",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-autism-awareness-month-5-rights-of-autistic-people-people-with-autism/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-autism-awareness-month-5-rights-of-autistic-people-people-with-autism/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-autism-awareness-month-5-rights-of-autistic-people-people-with-autism/,Autism Awareness Month: 5 rights of autistic people* People with Autism Spectrum Disorder (ASD) are part of the classification of people with special needs and have a series of rights guaranteed by federal legislation in Brazil,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-brazil-is-adjusting-its-rules-for-the-entry-of-transit-passengers-with/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-brazil-is-adjusting-its-rules-for-the-entry-of-transit-passengers-with/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-brazil-is-adjusting-its-rules-for-the-entry-of-transit-passengers-with/,"Brazil is adjusting its rules for the entry of transit passengers without a visa, in force since August 26, 2024, as a measure to combat smuggling and migrant trafficking",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-brazilian-legislation-regarding-the-air-transport-of-animals-is-still/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-brazilian-legislation-regarding-the-air-transport-of-animals-is-still/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-brazilian-legislation-regarding-the-air-transport-of-animals-is-still/,Brazilian legislation regarding the air transport of animals is still in an early stage of development,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-changes-to-latam-and-gol-baggage-rules-have-a-direct-impact-on-the-way/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-changes-to-latam-and-gol-baggage-rules-have-a-direct-impact-on-the-way/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-changes-to-latam-and-gol-baggage-rules-have-a-direct-impact-on-the-way/,"Changes to LATAM and Gol baggage rules have a direct impact on the way passengers can transport their belongings, with new nomenclatures, weight and dimension limits, in addition to the creation of new fares",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-china-announced-the-launch-of-the-k-visa-aimed-especially-at-young-pro/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-china-announced-the-launch-of-the-k-visa-aimed-especially-at-young-pro/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-china-announced-the-launch-of-the-k-visa-aimed-especially-at-young-pro/,"China announced the launch of the K visa, aimed especially at young professionals in the areas of science, technology, engineering and mathematics (STEM)",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-during-the-naturalization-process-the-applicant-will-be-called-for-a-p/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-during-the-naturalization-process-the-applicant-will-be-called-for-a-p/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-during-the-naturalization-process-the-applicant-will-be-called-for-a-p/,"During the naturalization process, the applicant will be called for a personal interview, which takes place at the Federal Police unit in the region where he or she lives",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-end-of-the-stamp-in-the-passport-when-traveling-to-europe-from-october/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-end-of-the-stamp-in-the-passport-when-traveling-to-europe-from-october/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-end-of-the-stamp-in-the-passport-when-traveling-to-europe-from-october/,"End of the stamp in the passport when traveling to Europe From October 2025, tourists from outside the European Union, including Brazilians, will no longer have their passport stamped when entering Schengen Area countries",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-etias-an-electronic-authorization-similar-to-a-visa-will-be-required-f/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-etias-an-electronic-authorization-similar-to-a-visa-will-be-required-f/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-etias-an-electronic-authorization-similar-to-a-visa-will-be-required-f/,"ETIAS, an electronic authorization similar to a visa, will be required for tourists visiting Europe from May 2025, as announced by the European Union",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-foreigners-may-apply-for-a-brazilian-passport-under-specific-circumsta/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-foreigners-may-apply-for-a-brazilian-passport-under-specific-circumsta/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-foreigners-may-apply-for-a-brazilian-passport-under-specific-circumsta/,Foreigners may apply for a Brazilian passport under specific circumstances outlined in Brazilian legislation,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-from-june-1-2025-brazilian-citizens-will-be-able-to-enter-china-withou/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-from-june-1-2025-brazilian-citizens-will-be-able-to-enter-china-withou/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-from-june-1-2025-brazilian-citizens-will-be-able-to-enter-china-withou/,"From June 1, 2025, Brazilian citizens will be able to enter China without a tourist/visit visa for stays of up to 30 days, as announced by the Chinese Ministry of Foreign Affairs",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-if-a-brazilian-citizen-dies-abroad-the-brazilian-government-does-not-c/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-if-a-brazilian-citizen-dies-abroad-the-brazilian-government-does-not-c/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-if-a-brazilian-citizen-dies-abroad-the-brazilian-government-does-not-c/,"If a Brazilian citizen dies abroad, the Brazilian government does not cover funeral expenses or transportation of the body to Brazil",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-attended-in-brazilian-public-services-should-be-treate/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-attended-in-brazilian-public-services-should-be-treate/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-attended-in-brazilian-public-services-should-be-treate/,"Immigrants when attended in Brazilian public services should be treated in accordance with the principles outlined in Law No. 13,460/17, ensuring that they receive service guided by the following principles: civility, respect, accessibility, courtesy, presumption of the user's good faith, equality, efficiency, security, and ethics",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-receiving-care-in-brazilian-public-services-must-be-tr/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-receiving-care-in-brazilian-public-services-must-be-tr/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-immigrants-when-receiving-care-in-brazilian-public-services-must-be-tr/,"Immigrants, when receiving care in Brazilian public services, must be treated in accordance with the principles established in Law No. 13,460/17, ensuring that they receive care based on the following principles: civility, respect, accessibility, courtesy, presumption of the user's good faith, equality, efficiency, safety and ethics",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-in-2011-the-date-was-officially-established-through-law-no-12-519-with/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-in-2011-the-date-was-officially-established-through-law-no-12-519-with/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-in-2011-the-date-was-officially-established-through-law-no-12-519-with/,"In 2011, the date was officially established through Law No. 12,519, with the aim of marking the end of slavery in Brazil",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-mexico-confirms-resumption-of-the-electronic-visa-for-brazilians-from/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-mexico-confirms-resumption-of-the-electronic-visa-for-brazilians-from/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-mexico-confirms-resumption-of-the-electronic-visa-for-brazilians-from/,Mexico confirms resumption of the electronic visa for Brazilians from February 2026,Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-since-october-22-2023-due-to-changes-in-mexican-migration-regulations/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-since-october-22-2023-due-to-changes-in-mexican-migration-regulations/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-since-october-22-2023-due-to-changes-in-mexican-migration-regulations/,"Since October 22, 2023, due to changes in Mexican migration regulations, Brazilian citizens who plan to transit (connection) through Mexican airports, with a final destination in other countries, including Brazil, must have a Mexican tourist and business visa",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-starting-august-20-2025-the-united-states-will-begin-a-12-month-pilot/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-starting-august-20-2025-the-united-states-will-begin-a-12-month-pilot/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-starting-august-20-2025-the-united-states-will-begin-a-12-month-pilot/,"Starting August 20, 2025, the United States will begin a 12-month pilot program that may require deposits of up to US$15,000 for applicants for B1 (business) or B2 (tourism) visas from countries with high rates of irregular stay or verification systems considered deficient",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-the-brazilian-government-presented-new-guidelines-for-the-transport-of/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-the-brazilian-government-presented-new-guidelines-for-the-transport-of/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-the-brazilian-government-presented-new-guidelines-for-the-transport-of/,"The Brazilian government presented new guidelines for the transport of animals on planes, seeking greater safety and well-being after the death of the dog Joca, which recently generated great public commotion",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-the-british-government-has-announced-a-significant-change-to-visa-rule/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/updates/2026-03-09-the-british-government-has-announced-a-significant-change-to-visa-rule/,https://immigratetobrazil.com/insights/,Brazil Immigration Guides and Insights,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
https://immigratetobrazil.com/insights/,https://immigratetobrazil.com/insights/updates/2026-03-09-the-british-government-has-announced-a-significant-change-to-visa-rule/,"The British government has announced a significant change to visa rules for foreign students: from November 25, 2025, it will be possible to transition directly from the student visa to the Innovator Founder visa, without having to leave the country",Relevant topic group in hub directory,Expose this page within its owning section,PROPOSED; retain only if page earns separate intent
https://immigratetobrazil.com/insights/updates/2026-03-09-the-discussion-about-greater-rigidity-in-import-rules-began-during-the/,https://immigratetobrazil.com/insights/updates/,Brazil Immigration Updates Explained Calmly,Contextual paragraph on the related topic,Distinct next task; connect educational/service stages,PROPOSED; use only after content review
